;kerncraft: Roofline w. Cache Sim.;;kerncraft: Roofline w. LC;;kerncraft: ECM w. Cache Sim.;;kerncraft: ECM w. LC;;kerncraft: Bench;;;;L1;;;;L2;;;;L3;;;
;GFLOP/s;FLOP/Byte;GFLOP/s;FLOP/Byte;ECM;cy/CL C.S.;ECM;cy/CL;cy/CL Bench;MLUP/s;MLUP/s;MLUP/s;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP;B/LUP
N(^3);C. Sim.;Arithmetic Intensity;Layer C.;Arithmetic Intensity;C. Sim.;C. Sim.;L. Cond.;L. Cond.;Bench;Bench;C. Sim.;L. Cond.;access;load;evict;total;access;load;evict;total;access;load;evict;total
10;0;0;;;0;0;;;56.81;323.89;0;Fehler:520;0.073515897812902;0.8;0.8;0;0.8;0.8;0.8;0;0.8;0.799900012498438;0.8;0.08
20;0;0;;;0;0;;;54.3;338.83;0;Fehler:520;0.074202038237238;0.775945683802134;0.789051904820614;28.72;0.775945683802134;0.8;0.8;0;0.8;0.799900012498438;0.8;0.08
30;0;0;;;0;0;;;29.09;632.48;0;Fehler:520;0.077390957350327;0.774818401937046;0.78924651621655;29.52;0.774818401937046;0.776887594076232;0.78953861337281;27.52;0.776887594076232;0.8;0.8;0
40;0;0;;;0;0;;;27;681.49;0;Fehler:520;0.077564475470235;0.759193357058126;0.78953861337281;42.88;0.759193357058126;0.777926340099672;0.78953861337281;26.64;0.777926340099672;0.8;0.8;0
50;0;0;;;0;0;;;25.6;718.74;0;Fehler:520;0.07790247583806;0.759824290632791;0.789636027143738;42.24;0.759824290632791;0.778399416200438;0.789733464955577;26.08;0.778399416200438;0.8;0.8;0
60;0;0;;;0;0;;;23.96;768.07;0;Fehler:520;0.077889202609288;0.760185295165697;0.789733464955577;41.84;0.760185295165697;0.778778291555123;0.789830926817228;25.68;0.778778291555123;0.8;0.8;0
70;0;0;;;0;0;;;23.01;799.78;0;Fehler:520;0.078147894891081;0.760456273764259;0.789830926817228;41.52;0.760456273764259;0.777831793874575;0.789830926817228;26.48;0.777831793874575;0.8;0.8;0
80;0;0;;;0;0;;;22.25;826.96;0;Fehler:520;0.078076392870649;0.760456273764259;0.789830926817228;41.52;0.760456273764259;0.776981910889887;0.789830926817228;27.2;0.776981910889887;0.8;0.8;0
