N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.18,112.0,0.0,0.0,0.0,0.0,112.0 ,112.0,0.0,0.0,0.0,0.0,112.0 ,206.33,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.26,112.0,0.0,5.0,0.0,0.0,112.0 ,112.0,0.0,4.0,0.0,0.0,112.0 ,206.14,,,,,,,,,,,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.40,112.0,0.0,4.6,0.0,0.0,112.0 ,112.0,0.0,4.0,0.0,0.0,112.0 ,205.82,,,,,,,,,,,18.50,8.62,27.12,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.65,112.0,0.0,8.7,4.4,0.0,112.0 ,112.0,0.0,8.0,4.0,0.0,112.0 ,205.23,,,,,,,,,,,35.00,8.37,43.37,17.75,17.75,35.50,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.75,112.0,0.0,8.6,4.4,0.0,112.0 ,112.0,0.0,8.0,4.0,0.0,112.0 ,205.02,,,,,,,,,,,34.37,8.37,42.74,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.71,112.0,0.0,8.5,4.4,0.0,112.0 ,112.0,0.0,8.0,4.0,0.0,112.0 ,205.10,,,,,,,,,,,34.00,8.25,42.25,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,4.44,164.44,CPU bound,4.44,164.44,,164.21,90.10,112.0,0.0,8.4,4.4,0.0,112.0 ,112.0,0.0,8.0,4.0,0.0,112.0 ,204.21,,,,,,,,,,,33.62,8.25,41.87,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.46,112.0,0.0,8.4,4.4,1.1,112.0 ,112.0,0.0,8.0,4.0,0.0,112.0 ,205.68,,,,,,,,,,,33.50,8.25,41.75,15.37,17.62,32.99,2.25,0,2.25,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,4.44,164.44,CPU bound,4.44,164.44,,164.21,89.11,112.0,0.0,8.3,4.5,15.6,112.0 ,112.0,0.0,8.0,4.0,13.9,112.0 ,206.49,,,,,,,,,,,33.25,8.25,41.50,0,17.87,17.87,17.87,9.12,26.99,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
100,4.44,164.44,CPU bound,4.44,164.44,,164.21,90.09,112.0,0.0,8.3,4.1,14.3,112.0 ,112.0,0.0,8.0,4.0,13.9,112.0 ,204.24,,,,,,,,,,,33.12,8.12,41.24,0,16.50,16.50,16.50,8.25,24.75,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
