,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,418.00,165.64,44.0,44.0,0.0,0.0,0.0,44.0 ,44.0,44.0,0.0,0.0,0.0,44.0 ,111.08,.40,.24,.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,367.84,162.63,44.0,44.0,7.2,0.0,0.0,51.2 ,44.0,44.0,6.0,0.0,0.0,50.0 ,113.14,20.08,9.12,29.20,0,0,0,0,0,0,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,328.57,189.19,44.0,44.0,6.8,6.8,0.0,57.5 ,44.0,44.0,6.0,6.0,0.0,56.0 ,97.26,24.64,8.64,33.28,19.04,8.56,27.60,0,0,0,18.50,8.62,27.12,18.50,8.62,27.12,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.53,166.99,44.0,44.0,10.9,6.5,0.0,61.4 ,44.0,44.0,10.0,6.0,0.0,60.0 ,110.19,35.04,8.48,43.52,18.24,8.48,26.72,0,0,0,35.00,8.37,43.37,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.53,191.24,44.0,44.0,10.7,6.5,0.0,61.1 ,44.0,44.0,10.0,6.0,0.0,60.0 ,96.22,34.40,8.40,42.80,18.16,8.32,26.48,0,0,0,34.37,8.37,42.74,17.50,8.37,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.53,180.25,44.0,44.0,10.6,6.4,0.0,61.0 ,44.0,44.0,10.0,6.0,0.0,60.0 ,102.08,34.08,8.32,42.40,17.68,8.24,25.92,0,0,0,34.00,8.25,42.25,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.53,194.04,44.0,44.0,10.5,6.4,0.0,60.9 ,44.0,44.0,10.0,6.0,0.0,60.0 ,94.83,33.76,8.24,42.00,18.56,8.24,26.80,0,0,0,33.62,8.25,41.87,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.66,181.67,44.0,44.0,10.4,6.5,0.0,60.9 ,44.0,44.0,10.0,6.0,0.0,60.0 ,101.28,33.68,8.24,41.92,18.08,8.24,26.32,0,0,0,33.50,8.25,41.75,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,306.66,180.82,44.0,44.0,10.4,6.5,0.0,60.9 ,44.0,44.0,10.0,6.0,0.0,60.0 ,101.76,33.44,8.16,41.60,25.28,8.16,33.44,.24,.16,.40,33.25,8.25,41.50,17.87,8.25,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,22.16,418.11,CPU bound. 22.16 GFLOP/s due to CPU bottleneck,22.16,418.11,,287.37,185.04,44.0,44.0,10.3,10.3,0.0,64.6 ,44.0,44.0,10.0,10.0,0.0,64.0 ,99.44,33.28,8.16,41.44,29.84,8.16,38.00,2.56,1.76,4.32,33.12,8.12,41.24,32.87,8.12,40.99,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
